Id;NomeSerie;Url;Genero;Ano;Maturidade;Temporadas
80178687;Raio Negro;https://www.netflix.com/br/title/80178687;Séries dramáticas - EUA;2018;16;4 temporadas
70178217;House of Cards;https://www.netflix.com/br/title/70178217;Séries dramáticas - EUA;2013;18;6 temporadas
80234304;O Gambito da Rainha;https://www.netflix.com/br/title/80234304;Séries dramáticas - EUA;2020;16;1 temporada
80140955;Greenleaf;https://www.netflix.com/br/title/80140955;Séries dramáticas - EUA;2016;14;5 temporadas
80177458;Expresso do Amanhã;https://www.netflix.com/br/title/80177458;Séries dramáticas - EUA;2020;18;3 temporadas
80113647;Designated Survivor;https://www.netflix.com/br/title/80113647;Séries dramáticas - EUA;2016;16;3 temporadas
80179905;Insatiable;https://www.netflix.com/br/title/80179905;Séries dramáticas - EUA;2018;16;2 temporadas
80239866;Doces Magnólias;https://www.netflix.com/br/title/80239866;Séries dramáticas - EUA;2020;12;2 temporadas
80175802;The Sinner;https://www.netflix.com/br/title/80175802;Séries dramáticas - EUA;2017;16;4 temporadas
80036407;When Calls the Heart;https://www.netflix.com/br/title/80036407;Séries dramáticas - EUA;2014;12;2 temporadas
80176085;The Bold Type;https://www.netflix.com/br/title/80176085;Séries dramáticas - EUA;2017;16;4 temporadas
80991848;Sex/Life;https://www.netflix.com/br/title/80991848;Séries dramáticas - EUA;2021;18;1 temporada
81025696;Ginny e Georgia;https://www.netflix.com/br/title/81025696;Séries dramáticas - EUA;2021;16;1 temporada
81435253;Malverde, el santo patrón;https://www.netflix.com/br/title/81435253;Séries dramáticas - EUA;2021;16;1 temporada
81244448;For Life;https://www.netflix.com/br/title/81244448;Séries dramáticas - EUA;2020;16;1 temporada
80997085;Narcos: México;https://www.netflix.com/br/title/80997085;Séries dramáticas - EUA;2018;16;3 temporadas
81008305;Inventando Anna;https://www.netflix.com/br/title/81008305;Séries dramáticas - EUA;2022;16;1 temporada
81213653;Primeira Morte;https://www.netflix.com/br/title/81213653;Séries dramáticas - EUA;2022;16;1 temporada
80067290;Billions;https://www.netflix.com/br/title/80067290;Séries dramáticas - EUA;2016;16;5 temporadas
80161728;Templários;https://www.netflix.com/br/title/80161728;Séries dramáticas - EUA;2017;16;2 temporadas
80025744;Sense8;https://www.netflix.com/br/title/80025744;Séries dramáticas - EUA;2015;18;2 temporadas
70305883;Marco Polo;https://www.netflix.com/br/title/70305883;Séries dramáticas - EUA;2014;18;2 temporadas
80114855;MINDHUNTER;https://www.netflix.com/br/title/80114855;Séries dramáticas - EUA;2017;16;2 temporadas
81000207;Enemigo íntimo;https://www.netflix.com/br/title/81000207;Séries dramáticas - EUA;2018;18;2 temporadas
80189221;A Maldição da Residência Hill;https://www.netflix.com/br/title/80189221;Séries dramáticas - EUA;2018;16;1 temporada
81518991;Uma Advogada Extraordinária;https://www.netflix.com/br/title/81518991;Séries estrangeiras;2022;16;1 temporada
81040344;Round 6;https://www.netflix.com/br/title/81040344;Séries estrangeiras;2021;18;1 temporada
81380432;Uma Nova Mulher;https://www.netflix.com/br/title/81380432;Séries estrangeiras;2022;16;1 temporada
80192098;La casa de papel;https://www.netflix.com/br/title/80192098;Séries estrangeiras;2017;16;5 temporadas
80059465;Vis a vis;https://www.netflix.com/br/title/80059465;Séries estrangeiras;2015;18;5 temporadas
81504820;D1ÁR10S;https://www.netflix.com/br/title/81504820;Séries estrangeiras;2022;12;1 temporada
81423382;Alba;https://www.netflix.com/br/title/81423382;Séries estrangeiras;2021;16;1 temporada
81237994;All of Us Are Dead;https://www.netflix.com/br/title/81237994;Séries estrangeiras;2022;16;1 temporada
81509440;Pretendente Surpresa;https://www.netflix.com/br/title/81509440;Séries estrangeiras;2022;14;1 temporada
81159258;Pousando no Amor;https://www.netflix.com/br/title/81159258;Séries estrangeiras;2019;12;1 temporada
80200942;Elite;https://www.netflix.com/br/title/80200942;Séries estrangeiras;2018;18;5 temporadas
80127001;O Grande Guerreiro Otomano;https://www.netflix.com/br/title/80127001;Séries estrangeiras;2014;14;5 temporadas
81086462;Prisão de Mulheres;https://www.netflix.com/br/title/81086462;Séries estrangeiras;2019;16;2 temporadas
81354739;A Love So Beautiful;https://www.netflix.com/br/title/81354739;Séries estrangeiras;2020;12;1 temporada
81365087;Vincenzo;https://www.netflix.com/br/title/81365087;Séries estrangeiras;2021;16;1 temporada
80176234;Dinheiro Sujo e Amor;https://www.netflix.com/br/title/80176234;Séries estrangeiras;2014;16;1 temporada
81430282;O Rei de Porcelana;https://www.netflix.com/br/title/81430282;Séries estrangeiras;2021;16;1 temporada
81517188;Alquimia das Almas;https://www.netflix.com/br/title/81517188;Séries estrangeiras;2022;16;1 temporada
81473182;Hometown Cha-Cha-Cha;https://www.netflix.com/br/title/81473182;Séries estrangeiras;2021;16;1 temporada
81442115;Match VIP;https://www.netflix.com/br/title/81442115;Séries estrangeiras;2022;16;1 temporada
80188354;Minha Vênus;https://www.netflix.com/br/title/80188354;Séries estrangeiras;2015;12;1 temporada
80997343;La Casa de Papel: Coreia;https://www.netflix.com/br/title/80997343;Séries estrangeiras;2022;16;1 temporada
80100172;Dark;https://www.netflix.com/br/title/80100172;Séries estrangeiras;2017;16;3 temporadas
81243992;Tudo Bem Não Ser Normal;https://www.netflix.com/br/title/81243992;Séries estrangeiras;2020;16;1 temporada
80232926;Ragnarok;https://www.netflix.com/br/title/80232926;Séries estrangeiras;2020;16;2 temporadas
81005504;Jardim de Meteoros;https://www.netflix.com/br/title/81005504;Séries estrangeiras;2018;12;1 temporada
80196931;Hwarang;https://www.netflix.com/br/title/80196931;Séries estrangeiras;2016;16;1 temporada
81318872;Na Direção do Amor;https://www.netflix.com/br/title/81318872;Séries estrangeiras;2020;12;1 temporada
81290301;Passarela de Sonhos;https://www.netflix.com/br/title/81290301;Séries estrangeiras;2020;12;1 temporada
80994082;Lupin;https://www.netflix.com/br/title/80994082;Séries estrangeiras;2021;16;2 temporadas
81503460;Amanhã;https://www.netflix.com/br/title/81503460;Séries estrangeiras;2022;16;1 temporada
81517168;Vinte e Cinco, Vinte e Um;https://www.netflix.com/br/title/81517168;Séries estrangeiras;2022;12;1 temporada
81260283;O Rei Eterno;https://www.netflix.com/br/title/81260283;Séries estrangeiras;2020;12;1 temporada
81572781;Clima do Amor;https://www.netflix.com/br/title/81572781;Séries estrangeiras;2022;16;1 temporada
81394495;She Would Never Know;https://www.netflix.com/br/title/81394495;Séries estrangeiras;2021;12;1 temporada
81026700;Primeira Vez Amor;https://www.netflix.com/br/title/81026700;Séries estrangeiras;2019;12;2 temporadas
81362748;Amor, Casamento e Divórcio;https://www.netflix.com/br/title/81362748;Séries estrangeiras;2021;14;3 temporadas
80211703;Areia Movediça;https://www.netflix.com/br/title/80211703;Séries estrangeiras;2019;18;1 temporada
81290293;Apostando Alto;https://www.netflix.com/br/title/81290293;Séries estrangeiras;2020;12;1 temporada
80100929;As Telefonistas;https://www.netflix.com/br/title/80100929;Séries estrangeiras;2017;18;6 temporadas
81287440;Que a Justiça Seja Feita;https://www.netflix.com/br/title/81287440;Séries estrangeiras;2022;18;1 temporada
81279126;O Anjo do Amor;https://www.netflix.com/br/title/81279126;Séries estrangeiras;2019;16;1 temporada
80241001;O Sucessor;https://www.netflix.com/br/title/80241001;Séries estrangeiras;2018;16;2 temporadas
70213130;Meninos antes de flores;https://www.netflix.com/br/title/70213130;Séries estrangeiras;2009;12;1 temporada
81486372;Nosso Eterno Verão;https://www.netflix.com/br/title/81486372;Séries estrangeiras;2021;12;1 temporada
81239224;Hospital Playlist;https://www.netflix.com/br/title/81239224;Séries estrangeiras;2020;12;2 temporadas
81435649;Apesar de Tudo, Amor;https://www.netflix.com/br/title/81435649;Séries estrangeiras;2021;14;1 temporada
81036622;Toy Boy;https://www.netflix.com/br/title/81036622;Séries estrangeiras;2019;18;2 temporadas
81030008;Fadas da Limpeza;https://www.netflix.com/br/title/81030008;Séries estrangeiras;2018;12;1 temporada
80154610;The Rain;https://www.netflix.com/br/title/80154610;Séries estrangeiras;2018;16;3 temporadas
80188605;Cinderela e os Quatro Cavaleiros;https://www.netflix.com/br/title/80188605;Séries estrangeiras;2016;14;1 temporada
80200575;Alice in Borderland;https://www.netflix.com/br/title/80200575;Séries estrangeiras;2020;16;1 temporada
80188730;The K2;https://www.netflix.com/br/title/80188730;Séries estrangeiras;2016;14;1 temporada
81568842;Amor e Outros Dramas;https://www.netflix.com/br/title/81568842;Séries estrangeiras;2022;16;1 temporada
81008021;Holo, Meu Amor;https://www.netflix.com/br/title/81008021;Séries estrangeiras;2020;16;1 temporada
81354529;A Cozinheira de Castamar;https://www.netflix.com/br/title/81354529;Séries estrangeiras;2021;16;1 temporada
80149594;Intersection;https://www.netflix.com/br/title/80149594;Séries estrangeiras;2016;12;3 temporadas
80986896;Love in the Moonlight;https://www.netflix.com/br/title/80986896;Séries estrangeiras;2016;16;1 temporada
81474612;Casais em Crise;https://www.netflix.com/br/title/81474612;Séries estrangeiras;2021;12;1 temporada
81465196;Backstreet Rookie;https://www.netflix.com/br/title/81465196;Séries estrangeiras;2020;14;1 temporada
81277858;Os Segredos de Manscheid;https://www.netflix.com/br/title/81277858;Séries estrangeiras;2019;16;2 temporadas
81033650;Herdeiros;https://www.netflix.com/br/title/81033650;Séries estrangeiras;2013;14;1 temporada
81312802;Juvenile Justice;https://www.netflix.com/br/title/81312802;Séries estrangeiras;2022;18;1 temporada
81478080;Entrevías;https://www.netflix.com/br/title/81478080;Séries estrangeiras;2022;16;1 temporada
81609047;Dali & Cocky Prince;https://www.netflix.com/br/title/81609047;Séries estrangeiras;2021;16;1 temporada
81030026;Gangnam Beauty;https://www.netflix.com/br/title/81030026;Séries estrangeiras;2018;16;1 temporada
81011211;My Name;https://www.netflix.com/br/title/81011211;Séries estrangeiras;2021;16;1 temporada
81403973;É Tudo Meu;https://www.netflix.com/br/title/81403973;Séries estrangeiras;2021;14;1 temporada
81286017;Prisioneiro da Madrugada;https://www.netflix.com/br/title/81286017;Séries estrangeiras;2022;16;1 temporada
81149763;Intimidade;https://www.netflix.com/br/title/81149763;Séries estrangeiras;2022;16;1 temporada
81200228;Os Indomáveis;https://www.netflix.com/br/title/81200228;Séries estrangeiras;2019;16;1 temporada
81568400;Trinta e Nove;https://www.netflix.com/br/title/81568400;Séries estrangeiras;2022;16;1 temporada
81568217;Café Minamdang;https://www.netflix.com/br/title/81568217;Séries estrangeiras;2022;16;1 temporada
80991107;Mr. Sunshine - Um Raio de Sol;https://www.netflix.com/br/title/80991107;Séries estrangeiras;2018;16;1 temporada
80113612;Fauda;https://www.netflix.com/br/title/80113612;Séries estrangeiras;2015;16;3 temporadas
80107103;ONE PIECE;https://www.netflix.com/br/title/80107103;Anime;1999;10;13 temporadas
70205012;Naruto;https://www.netflix.com/br/title/70205012;Anime;2002;14;9 temporadas
81091393;Demon Slayer: Kimetsu no Yaiba;https://www.netflix.com/br/title/81091393;Anime;2019;16;1 temporada
81080523;Boruto: Naruto Next Generations;https://www.netflix.com/br/title/81080523;Anime;2017;12;3 temporadas
80000603;Naruto Shippuden;https://www.netflix.com/br/title/80000603;Anime;2007;14;5 temporadas
80050063;The Seven Deadly Sins;https://www.netflix.com/br/title/80050063;Anime;2014;14;5 temporadas
80117291;One-Punch Man;https://www.netflix.com/br/title/80117291;Anime;2015;14;2 temporadas
80204451;Baki - O Campeão;https://www.netflix.com/br/title/80204451;Anime;2018;18;3 temporadas
81249833;VINLAND SAGA;https://www.netflix.com/br/title/81249833;Anime;2019;16;1 temporada
80179831;JoJo's Bizarre Adventure;https://www.netflix.com/br/title/80179831;Anime;2012;18;4 temporadas
70204970;DEATH NOTE;https://www.netflix.com/br/title/70204970;Anime;2006;16;1 temporada
70204957;Bleach;https://www.netflix.com/br/title/70204957;Anime;2004;12;5 temporadas
80095241;Castlevania;https://www.netflix.com/br/title/80095241;Anime;2017;16;4 temporadas
81176966;KAKEGURUI TWIN;https://www.netflix.com/br/title/81176966;Anime;2022;14;1 temporada
81228573;Komi Can't Communicate;https://www.netflix.com/br/title/81228573;Anime;2021;12;1 temporada
80063153;Kuroko no Basket;https://www.netflix.com/br/title/80063153;Anime;2012;10;3 temporadas
70302573;Sword Art Online;https://www.netflix.com/br/title/70302573;Anime;2012;16;4 temporadas
80175351;Kakegurui;https://www.netflix.com/br/title/80175351;Anime;2017;14;2 temporadas
80156387;Little Witch Academia;https://www.netflix.com/br/title/80156387;Anime;2017;10;2 temporadas
80182054;Shokugeki no Soma;https://www.netflix.com/br/title/80182054;Anime;2015;14;2 temporadas
81236338;Baki Hanma;https://www.netflix.com/br/title/81236338;Anime;2021;18;1 temporada
80992228;KENGAN ASHURA;https://www.netflix.com/br/title/80992228;Anime;2019;18;2 temporadas
81281582;BASTARD!!;https://www.netflix.com/br/title/81281582;Anime;2022;18;1 temporada
81325983;Beyblade Burst Rise;https://www.netflix.com/br/title/81325983;Anime;2019;L;1 temporada
80186926;SAINT SEIYA: Os Cavaleiros do Zodíaco;https://www.netflix.com/br/title/80186926;Anime;2019;14;2 temporadas
81033445;Neon Genesis Evangelion;https://www.netflix.com/br/title/81033445;Anime;1995;16;1 temporada
81281579;Record of Ragnarok;https://www.netflix.com/br/title/81281579;Anime;2021;16;1 temporada
81239555;SHAMAN KING;https://www.netflix.com/br/title/81239555;Anime;2021;16;1 temporada
81054847;BEASTARS - O Lobo Bom;https://www.netflix.com/br/title/81054847;Anime;2019;16;2 temporadas
80117781;Saiki Kusuo no Psi-nan;https://www.netflix.com/br/title/80117781;Anime;2016;10;3 temporadas
81261630;EDENS ZERO;https://www.netflix.com/br/title/81261630;Anime;2021;16;1 temporada
80182123;Violet Evergarden;https://www.netflix.com/br/title/80182123;Anime;2018;16;1 temporada
81043571;Tenku Shinpan - Sem Saída;https://www.netflix.com/br/title/81043571;Anime;2021;18;1 temporada
80061943;Yowamushi Pedal;https://www.netflix.com/br/title/80061943;Anime;2013;12;2 temporadas
80049275;Toradora!;https://www.netflix.com/br/title/80049275;Anime;2008;12;1 temporada
81145640;The Promised Neverland;https://www.netflix.com/br/title/81145640;Anime;2019;16;1 temporada
80057968;Glitter Force;https://www.netflix.com/br/title/80057968;Anime;2015;L;2 temporadas
80198505;Aggretsuko;https://www.netflix.com/br/title/80198505;Anime;2018;12;4 temporadas
81364944;The Daily Life of the Immortal King;https://www.netflix.com/br/title/81364944;Anime;2020;14;1 temporada
80065146;Code Geass: Lelouch of the Rebellion;https://www.netflix.com/br/title/80065146;Anime;2006;16;2 temporadas
81275353;Kotaro Vai Morar Sozinho;https://www.netflix.com/br/title/81275353;Anime;2022;12;1 temporada
80001305;Cowboy Bebop;https://www.netflix.com/br/title/80001305;Anime;1998;16;1 temporada
70304252;Blue Exorcist;https://www.netflix.com/br/title/70304252;Anime;2011;16;1 temporada
80180849;Fate/Apocrypha;https://www.netflix.com/br/title/80180849;Anime;2017;14;2 temporadas
80994336;DOTA: Dragon's Blood;https://www.netflix.com/br/title/80994336;Anime;2021;16;2 temporadas
80997338;Hi Score Girl;https://www.netflix.com/br/title/80997338;Anime;2018;14;2 temporadas
80991903;Dorohedoro;https://www.netflix.com/br/title/80991903;Anime;2020;16;1 temporada
81001988;O Sangue de Zeus;https://www.netflix.com/br/title/81001988;Anime;2020;18;1 temporada
80009097;Magi;https://www.netflix.com/br/title/80009097;Anime;2012;14;2 temporadas
81002003;Círculo de Fogo: The Black;https://www.netflix.com/br/title/81002003;Anime;2021;14;2 temporadas
81220429;BNA;https://www.netflix.com/br/title/81220429;Anime;2020;14;1 temporada
80988066;Hellsing Ultimate;https://www.netflix.com/br/title/80988066;Anime;2006;18;1 temporada
80097594;B: The Beginning;https://www.netflix.com/br/title/80097594;Anime;2018;16;2 temporadas
81220435;Great Pretender;https://www.netflix.com/br/title/81220435;Anime;2020;18;2 temporadas
80174974;Devilman Crybaby;https://www.netflix.com/br/title/80174974;Anime;2018;18;1 temporada
80228274;Teasing Master Takagi-san;https://www.netflix.com/br/title/80228274;Anime;2018;12;1 temporada
80009361;The Irregular at Magic High School;https://www.netflix.com/br/title/80009361;Anime;2014;16;1 temporada
81318842;Blue Period;https://www.netflix.com/br/title/81318842;Anime;2021;12;1 temporada
80234811;Godzilla Ponto Singular;https://www.netflix.com/br/title/80234811;Anime;2021;14;1 temporada
